x,y,cp,yplus,cf,source,surface
0.59317,0.04603,-0.22186,,0.003771,xfoil,upper
0.59317,-0.04603,-0.12423,,0.000302,xfoil,lower
0.60981,0.04465,-0.20998,,0.003695,xfoil,upper
0.60982,-0.04465,-0.11818,,0.000287,xfoil,lower
0.62646,0.04321,-0.19802,,0.003621,xfoil,upper
0.62647,-0.04321,-0.11208,,0.000271,xfoil,lower
0.64312,-0.04173,-0.10633,,0.00026,xfoil,lower
0.64312,0.04173,-0.18589,,0.003547,xfoil,upper
0.65978,0.0402,-0.17379,,0.003476,xfoil,upper
0.65978,-0.0402,-0.10107,,0.000253,xfoil,lower
0.67645,-0.03863,-0.09681,,0.000256,xfoil,lower
0.67645,0.03863,-0.1618,,0.003408,xfoil,upper
0.69313,0.03701,-0.14953,,0.003339,xfoil,upper
0.69313,-0.03701,-0.09544,,0.000287,xfoil,lower
0.7098,-0.03536,-0.07206,,0.000965,xfoil,lower
0.7098,0.03536,-0.13733,,0.003272,xfoil,upper
0.72647,0.03366,-0.12472,,0.003204,xfoil,upper
0.72647,-0.03366,-0.05129,,0.002204,xfoil,lower
0.74314,-0.03193,-0.04355,,0.003153,xfoil,lower
0.74314,0.03193,-0.11213,,0.003137,xfoil,upper
0.75981,0.03016,-0.09893,,0.003067,xfoil,upper
0.75981,-0.03016,-0.0382,,0.003608,xfoil,lower
0.77648,0.02834,-0.08566,,0.002997,xfoil,upper
0.77648,-0.02834,-0.03239,,0.003755,xfoil,lower
0.79314,-0.02649,-0.02535,,0.003752,xfoil,lower
0.79314,0.02649,-0.07151,,0.002923,xfoil,upper
0.8098,0.0246,-0.05712,,0.002849,xfoil,upper
0.8098,-0.0246,-0.0176,,0.003686,xfoil,lower
0.82645,-0.02267,-0.00865,,0.00359,xfoil,lower
0.82645,0.02267,-0.04183,,0.00277,xfoil,upper
0.84308,0.0207,-0.02568,,0.002687,xfoil,upper
0.84308,-0.0207,0.001,,0.003485,xfoil,lower
0.8597,-0.01869,0.01186,,0.003373,xfoil,lower
0.8597,0.01869,-0.00847,,0.002598,xfoil,upper
0.87628,0.01665,0.01013,,0.002501,xfoil,upper
0.87628,-0.01665,0.02379,,0.003261,xfoil,lower
0.8928,-0.01457,0.03705,,0.003146,xfoil,lower
0.8928,0.01457,0.03051,,0.002394,xfoil,upper
0.90923,0.01246,0.05306,,0.002274,xfoil,upper
0.90923,-0.01246,0.05237,,0.003023,xfoil,lower
0.92545,-0.01034,0.06969,,0.002893,xfoil,lower
0.92545,0.01034,0.07883,,0.002134,xfoil,upper
0.94127,0.00822,0.10783,,0.001973,xfoil,upper
0.94127,-0.00822,0.09001,,0.002747,xfoil,lower
0.95647,-0.00615,0.11423,,0.002579,xfoil,lower
0.95647,0.00615,0.14135,,0.001784,xfoil,upper
0.97065,0.00419,0.17982,,0.00156,xfoil,upper
0.97065,-0.00419,0.14408,,0.002373,xfoil,lower
0.98316,-0.00242,0.1817,,0.00211,xfoil,lower
0.98316,0.00242,0.22212,,0.001309,xfoil,upper
0.9938,0.0009,0.26722,,0.001032,xfoil,upper
0.9938,-0.0009,0.23047,,0.001761,xfoil,lower
