"PointID","x","y","Density","Momentum_x","Momentum_y","Energy","Turb_Kin_Energy","Omega","LM_gamma","LM_Re_t"
26334, 1.524078600000000e-01, 7.939508000000001e-02, 9.842445204123613e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.760082526523572e+00, 1.000000000000000e-10, 8.563496024233880e+04, 3.703699744783551e-01, 9.028409906757962e+02
26600, 1.318073700000000e-01, 7.469131000000000e-02, 9.841695714987192e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.760406009495257e+00, 1.000000000000000e-10, 8.565687615507863e+04, 3.703591205788409e-01, 9.076360032396111e+02
26866, 1.134473400000000e-01, 6.990083000000000e-02, 9.841684193608123e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.760834604387651e+00, 1.000000000000000e-10, 8.568864535531274e+04, 3.705869943294341e-01, 9.123316516729858e+02
27132, 9.710191999999999e-02, 6.509019000000001e-02, 9.842448502354886e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.761363684068240e+00, 1.000000000000000e-10, 8.569613730786486e+04, 3.707433211447221e-01, 9.170914807353172e+02
27398, 8.256835000000000e-02, 6.030875000000000e-02, 9.844066524897614e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.761987223762428e+00, 1.000000000000000e-10, 8.570873941873787e+04, 3.706200174474598e-01, 9.217813223435027e+02
27664, 6.966459999999999e-02, 5.559164000000000e-02, 9.846610805630110e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.762711276895175e+00, 1.000000000000000e-10, 8.566737094145858e+04, 3.701669648042221e-01, 9.261817858320244e+02
27930, 5.822880000000000e-02, 5.096272000000000e-02, 9.850146275108527e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.763557636547653e+00, 1.000000000000000e-10, 8.566241505898836e+04, 3.694226788017707e-01, 9.308119855106884e+02
28196, 4.811781000000000e-02, 4.643676000000000e-02, 9.854745400387356e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.764565078680307e+00, 1.000000000000000e-10, 8.562254136884272e+04, 3.682976837431428e-01, 9.351506677350446e+02
28462, 3.920432000000000e-02, 4.202042000000000e-02, 9.860608962137928e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.765790456312207e+00, 1.000000000000000e-10, 8.559357299503937e+04, 3.665435982394031e-01, 9.391375147995559e+02
28728, 3.137804000000000e-02, 3.771447000000000e-02, 9.868092577387847e-01, 0.000000000000000e+00, 0.000000000000000e+00, 1.767297215074070e+00, 1.000000000000000e-10, 8.552472291109410e+04, 3.643286872725506e-01, 9.428260326881534e+02
