"Time_Iter","Outer_Iter","Inner_Iter",       "CD"       ,       "CL"       ,       "CMz"      
          0,           0,           0,      0.4583135425,      0.2326222355,       0.192999665
          0,           0,           1,      0.6896841016,      0.4777331786,      0.3820588927
          0,           0,           2,       0.903272221,      0.6871000401,      0.5522284287
          0,           0,           3,       1.098660188,      0.8644442889,      0.7023470093
          0,           0,           4,       1.267249881,      0.9953998756,      0.8230899473
          0,           0,           5,       1.401999171,        1.07515597,      0.9103586204
          0,           0,           6,       1.499371492,       1.110526075,      0.9655070393
          0,           0,           7,       1.560221531,       1.111668104,      0.9922634875
          0,           0,           8,       1.588780892,       1.089531121,       0.995715516
          0,           0,           9,       1.591260245,       1.054227053,      0.9819229634
          0,           0,          10,       1.575268008,       1.014077046,      0.9573228942
          0,           0,          11,       1.547612675,      0.9756540591,      0.9277231109
          0,           0,          12,       1.513561248,      0.9419682294,      0.8967363448
          0,           0,          13,       1.476217749,      0.9158784646,      0.8672066036
          0,           0,          14,       1.437591499,      0.8979561915,      0.8413205069
          0,           0,          15,       1.400072386,      0.8869542581,      0.8205128314
          0,           0,          16,       1.365673124,       0.882266258,      0.8058519891
          0,           0,          17,       1.335960961,      0.8834297028,      0.7978750678
          0,           0,          18,       1.311569023,      0.8897575764,        0.79637411
          0,           0,          19,       1.291624936,      0.8984798269,      0.7991563904
          0,           0,          20,       1.274591948,      0.9067075091,      0.8037479035
          0,           0,          21,       1.257938069,      0.9126307127,      0.8077674279
          0,           0,          22,       1.238484723,      0.9155939683,      0.8096484661
          0,           0,          23,       1.213063929,      0.9156306556,      0.8087809221
          0,           0,          24,       1.178951656,      0.9134750756,      0.8050859542
          0,           0,          25,       1.133752483,      0.9097132523,       0.798440461
          0,           0,          26,       1.074515467,      0.9050057706,      0.7877116117
          0,           0,          27,      0.9973189981,      0.8992253453,      0.7699730054
          0,           0,          28,      0.8965559779,      0.8918604987,      0.7393375291
          0,           0,          29,      0.7656966155,      0.8828830572,      0.6861783801
          0,           0,          30,      0.6209540838,      0.8749282213,       0.612263028
          0,           0,          31,      0.4670991282,      0.8685511111,      0.5180435256
          0,           0,          32,      0.2887403749,      0.8615114398,      0.3889413576
          0,           0,          33,      0.2001787244,       0.858871227,      0.3200295403
          0,           0,          34,      0.1019221252,      0.8555837762,      0.2373206025
          0,           0,          35,   -0.002889286162,      0.8496302469,      0.1410347917
          0,           0,          36,     -0.1071734885,      0.8366351793,     0.03425495952
          0,           0,          37,     -0.1986629605,      0.8067269739,     -0.0760293283
          0,           0,          38,     -0.2605958531,      0.7433204986,     -0.1785609407
          0,           0,          39,     -0.2807578883,      0.7004688756,     -0.2242922579
          0,           0,          40,     -0.2887036199,      0.6404947603,     -0.2664408704
          0,           0,          41,     -0.2793181325,      0.5557903714,     -0.3013626368
          0,           0,          42,     -0.2474972409,      0.4374854195,      -0.324759014
          0,           0,          43,     -0.1903841603,      0.2787552916,     -0.3322599391
          0,           0,          44,     -0.1097644578,     0.08021256289,     -0.3199858104
          0,           0,          45,    -0.01355979757,     -0.1444868776,     -0.2851371943
          0,           0,          46,     0.08427956909,     -0.3637181207,     -0.2269582369
          0,           0,          47,      0.1659766297,     -0.5271487749,     -0.1495891287
