NACA4412
1.000000 -0.000000
0.981319 0.005207
0.962015 0.010429
0.942067 0.015660
0.921453 0.020891
0.900154 0.026116
0.878146 0.031324
0.855407 0.036505
0.831913 0.041648
0.807641 0.046741
0.782718 0.051738
0.757699 0.056520
0.732637 0.061076
0.707536 0.065403
0.682395 0.069499
0.657218 0.073363
0.632006 0.076989
0.606759 0.080373
0.581481 0.083510
0.556173 0.086394
0.530836 0.089015
0.505473 0.091366
0.480086 0.093438
0.454676 0.095218
0.429247 0.096695
0.403801 0.097853
0.378341 0.098605
0.352870 0.098837
0.327400 0.098532
0.301944 0.097667
0.276513 0.096218
0.251126 0.094155
0.225799 0.091444
0.200555 0.088046
0.175500 0.083924
0.152408 0.079395
0.131807 0.074691
0.113447 0.069901
0.097102 0.065090
0.082568 0.060309
0.069665 0.055592
0.058229 0.050963
0.048118 0.046437
0.039204 0.042020
0.031378 0.037714
0.024545 0.033515
0.018625 0.029413
0.013555 0.025397
0.009291 0.021456
0.005807 0.017577
0.003099 0.013761
0.001178 0.010024
0.000056 0.006425
-0.000300 0.003057
0.000065 -0.000306
0.001317 -0.003858
0.003617 -0.007377
0.006966 -0.010667
0.011280 -0.013645
0.016492 -0.016307
0.022579 -0.018679
0.029558 -0.020786
0.037478 -0.022649
0.046410 -0.024279
0.056446 -0.025678
0.067694 -0.026846
0.080278 -0.027775
0.094344 -0.028453
0.110053 -0.028867
0.127590 -0.029000
0.147159 -0.028836
0.168993 -0.028362
0.193330 -0.027571
0.218697 -0.026539
0.244058 -0.025370
0.269416 -0.024123
0.294772 -0.022846
0.320128 -0.021578
0.345486 -0.020354
0.370848 -0.019201
0.396214 -0.018146
0.421583 -0.017157
0.446950 -0.016130
0.472317 -0.015076
0.497682 -0.014008
0.523048 -0.012939
0.548414 -0.011879
0.573780 -0.010838
0.599148 -0.009824
0.624517 -0.008844
0.649888 -0.007902
0.675260 -0.007006
0.700634 -0.006157
0.726010 -0.005358
0.751387 -0.004613
0.776765 -0.003922
0.802131 -0.003285
0.826968 -0.002714
0.851040 -0.002209
0.874371 -0.001763
0.896982 -0.001370
0.918896 -0.001024
0.940135 -0.000719
0.960718 -0.000450
0.980667 -0.000212
1.000000 0.000000
