x,y,cp,yplus,cf,source,surface
0.28629354,-0.04422758,0.20731145,1.2173514,0.004654754,SU2,lower
0.3138705,0.07513636,-0.91951716,1.0848436,0.0037119444,SU2,upper
0.3202092,-0.04490274,0.1808019,1.2116652,0.004615949,SU2,lower
0.34821928,0.07393788,-0.8355065,1.094003,0.0037692438,SU2,upper
0.35413113,-0.04510045,0.15985064,1.2082968,0.0045918096,SU2,lower
0.38254985,0.07229678,-0.76060426,1.0989447,0.0038061675,SU2,upper
0.38805294,-0.04488065,0.14301684,1.2059734,0.004573741,SU2,lower
0.41685966,0.07026724,-0.69262594,1.1035106,0.0038311274,SU2,upper
0.42197043,-0.044293,0.12950851,1.2040722,0.004557773,SU2,lower
0.4511475,0.0678944,-0.63016695,1.1066588,0.003847398,SU2,upper
0.4558807,-0.04337907,0.11865794,1.2029449,0.0045467243,SU2,lower
0.48541284,0.06521613,-0.5723072,1.1087853,0.0038570645,SU2,upper
0.48978192,-0.04217389,0.10983515,1.201877,0.0045364248,SU2,lower
0.5196557,0.06226427,-0.5180708,1.1100333,0.0038620827,SU2,upper
0.5236728,-0.04070698,0.10285368,1.1998543,0.004529338,SU2,lower
0.55387646,0.05906555,-0.4669966,1.1094166,0.0038633721,SU2,upper
0.55755264,-0.03900316,0.097124666,1.1993732,0.004523411,SU2,lower
0.58807546,0.05564221,-0.41844082,1.1096737,0.0038626287,SU2,upper
0.59142095,-0.03708311,0.092824444,1.2002958,0.0045178225,SU2,lower
0.6222532,0.05201252,-0.3718599,1.110252,0.0038571048,SU2,upper
0.62527734,-0.03496382,0.089271285,1.1982821,0.0045121,SU2,lower
0.65641,0.04819117,-0.32660607,1.1083589,0.0038518466,SU2,upper
0.65912163,-0.03265889,0.087083034,1.1990366,0.0045066793,SU2,lower
0.69054615,0.04418952,-0.28268555,1.1064296,0.0038406353,SU2,upper
0.6929535,-0.03017885,0.085352175,1.1985751,0.0045028795,SU2,lower
0.7246617,0.04001587,-0.23903432,1.105888,0.003829326,SU2,upper
0.7267727,-0.02753132,0.08520487,1.1964304,0.0044979886,SU2,lower
0.7587565,0.03567566,-0.1957549,1.1029547,0.0038130416,SU2,upper
0.7605788,-0.02472119,0.085271604,1.1965158,0.0044896943,SU2,lower
0.79283005,0.03117159,-0.15137406,1.0995816,0.0037941996,SU2,upper
0.79437125,-0.0217508,0.087883644,1.1952769,0.00448238,SU2,lower
0.8263197,0.02658215,-0.10722336,1.0968271,0.0037724338,SU2,upper
0.8275917,-0.018673,0.09033871,1.191136,0.0044651823,SU2,lower
0.8584253,0.02202861,-0.062312692,1.0904998,0.0037443289,SU2,upper
0.85944617,-0.01557249,0.097140424,1.1900512,0.0044500744,SU2,lower
0.88919646,0.01751898,-0.017845297,1.0864116,0.0037157165,SU2,upper
0.88998306,-0.01245911,0.10340409,1.1847665,0.0044154753,SU2,lower
0.918688,0.01305822,0.028250935,1.080944,0.0036870313,SU2,upper
0.91925615,-0.00933998,0.11815945,1.1798224,0.0043837936,SU2,lower
0.9469525,0.00864985,0.07374672,1.0760627,0.0036641497,SU2,upper
0.94731736,-0.00622075,0.13237931,1.1692274,0.0043118675,SU2,lower
0.97404045,0.00429646,0.1273862,1.046279,0.0034722902,SU2,upper
0.97421616,-0.00310609,0.17896073,1.2533972,0.004964515,SU2,lower
-0.00065,0.00411,-1.67853,,0.020537,xfoil,upper
-0.00058,0.00593,-2.0488,,0.019251,xfoil,upper
-0.00051,0.0023,-1.24635,,0.018914,xfoil,upper
-0.0003,0.00779,-2.36849,,0.018636,xfoil,upper
-0.00013,0.00045,-0.80271,,0.018771,xfoil,upper
0.0002,0.00973,-2.58754,,0.015854,xfoil,upper
0.00052,-0.00142,-0.32448,,0.01597,xfoil,lower
0.00093,0.01173,-2.76136,,0.014761,xfoil,upper
0.00144,-0.00328,0.09092,,0.013063,xfoil,lower
0.00189,0.01378,-2.88042,,0.012907,xfoil,upper
0.00265,-0.00508,0.43472,,0.010133,xfoil,lower
0.00308,0.01586,-2.92959,,0.010646,xfoil,upper
0.00414,-0.00679,0.68887,,0.006916,xfoil,lower
0.00451,0.01799,-2.95753,,0.009491,xfoil,upper
0.00593,-0.00843,0.85174,,0.004422,xfoil,lower
0.00619,0.02019,-2.96542,,0.008337,xfoil,upper
0.008,-0.00998,0.95032,,0.002489,xfoil,lower
0.00816,0.02245,-2.96165,,0.007425,xfoil,upper
0.01037,-0.01146,0.99495,,0.000894,xfoil,lower
0.01044,0.0248,-2.931,,0.006199,xfoil,upper
0.01306,-0.01287,1.00562,,7.3e-05,xfoil,lower
0.01307,0.02724,-2.90608,,0.005717,xfoil,upper
0.01609,0.02978,-2.86258,,0.004842,xfoil,upper
0.0161,-0.01423,0.99336,,0.000829,xfoil,lower
0.01955,-0.01554,0.96874,,0.00119,xfoil,lower
0.01957,0.03245,-2.82632,,0.004492,xfoil,upper
0.02348,-0.01683,0.93391,,0.001636,xfoil,lower
0.02358,0.03524,-2.7775,,0.00387,xfoil,upper
0.02799,-0.01811,0.89502,,0.001637,xfoil,lower
0.0282,0.03817,-2.73131,,0.003521,xfoil,upper
0.03322,-0.01939,0.85362,,0.001833,xfoil,lower
0.03352,0.04124,-2.67879,,0.00309,xfoil,upper
0.03935,-0.02069,0.81177,,0.001725,xfoil,lower
0.03963,0.04442,-2.62414,,0.002736,xfoil,upper
0.04659,-0.02204,0.76874,,0.001779,xfoil,lower
0.04661,0.04769,-2.56383,,0.002354,xfoil,upper
0.05449,0.05099,-2.4983,,0.00198,xfoil,upper
0.05521,-0.02345,0.72632,,0.001656,xfoil,lower
0.06329,0.05427,-2.42872,,0.001628,xfoil,upper
0.06543,-0.02496,0.68379,,0.001627,xfoil,lower
0.07298,0.05744,-2.35212,,0.001221,xfoil,upper
0.07737,-0.02657,0.64206,,0.001535,xfoil,lower
0.08347,0.06044,-2.27437,,0.000873,xfoil,upper
0.09091,-0.02828,0.60032,,0.001504,xfoil,lower
0.0947,0.06321,-2.20041,,0.000629,xfoil,upper
0.10568,-0.03006,0.559,,0.001466,xfoil,lower
0.10656,0.0657,-2.10225,,0.001109,xfoil,upper
0.11901,0.0679,-1.92781,,0.006942,xfoil,upper
0.12124,-0.03187,0.51839,,0.001449,xfoil,lower
0.13197,0.06979,-1.83131,,0.010216,xfoil,upper
0.13716,-0.03367,0.47921,,0.001433,xfoil,lower
0.14542,0.07137,-1.73312,,0.010386,xfoil,upper
0.1532,-0.0354,0.44076,,0.001436,xfoil,lower
0.15934,0.07267,-1.63148,,0.009615,xfoil,upper
0.16917,-0.03704,0.4025,,0.00145,xfoil,lower
0.17371,0.07371,-1.53047,,0.008786,xfoil,upper
0.18498,-0.03853,0.36857,,0.001406,xfoil,lower
0.18851,0.07451,-1.43421,,0.008072,xfoil,upper
0.20069,-0.03984,0.33693,,0.001387,xfoil,lower
0.20372,0.07511,-1.34319,,0.007468,xfoil,upper
0.21639,-0.04099,0.31079,,0.001314,xfoil,lower
0.21922,0.07555,-1.26709,,0.007033,xfoil,upper
0.23213,-0.04197,0.2882,,0.001257,xfoil,lower
0.23491,0.07583,-1.20212,,0.006699,xfoil,upper
0.24797,-0.0428,0.26849,,0.001204,xfoil,lower
0.25071,0.07595,-1.1436,,0.006412,xfoil,upper
0.26389,-0.04348,0.25036,,0.001167,xfoil,lower
0.26659,0.07594,-1.08803,,0.00614,xfoil,upper
0.27989,-0.04404,0.23458,,0.00112,xfoil,lower
0.28258,0.07579,-1.03713,,0.0059,xfoil,upper
0.29595,-0.04447,0.22061,,0.001077,xfoil,lower
0.29865,0.07551,-0.99042,,0.005687,xfoil,upper
0.31208,-0.04479,0.20687,,0.001055,xfoil,lower
0.31477,0.07511,-0.94548,,0.005482,xfoil,upper
0.32827,-0.04499,0.19606,,0.001003,xfoil,lower
0.33096,0.0746,-0.90387,,0.005297,xfoil,upper
0.34452,-0.04509,0.18541,,0.000977,xfoil,lower
0.34719,0.07398,-0.86464,,0.005126,xfoil,upper
0.36082,-0.04509,0.17558,,0.000951,xfoil,lower
0.36346,0.07326,-0.82629,,0.004958,xfoil,upper
0.37715,-0.04499,0.16769,,0.00091,xfoil,lower
0.37978,0.07244,-0.79001,,0.004801,xfoil,upper
0.39353,-0.04481,0.15947,,0.000891,xfoil,lower
0.39614,0.07154,-0.75576,,0.004657,xfoil,upper
0.40995,-0.04454,0.15249,,0.000863,xfoil,lower
0.41252,0.07054,-0.72291,,0.00452,xfoil,upper
0.4264,-0.04419,0.14653,,0.000832,xfoil,lower
0.42894,0.06947,-0.69077,,0.004386,xfoil,upper
0.44288,-0.04377,0.14024,,0.000816,xfoil,lower
0.44539,0.06831,-0.66069,,0.004264,xfoil,upper
0.45939,-0.04327,0.13513,,0.00079,xfoil,lower
0.46186,0.06709,-0.63071,,0.004141,xfoil,upper
0.47593,-0.0427,0.13041,,0.000768,xfoil,lower
0.47836,0.06579,-0.60299,,0.004032,xfoil,upper
0.49248,-0.04207,0.12608,,0.000748,xfoil,lower
0.49487,0.06443,-0.57518,,0.003921,xfoil,upper
0.50907,-0.04137,0.12243,,0.000725,xfoil,lower
0.51141,0.063,-0.54821,,0.003813,xfoil,upper
0.52567,-0.04061,0.11878,,0.000709,xfoil,lower
0.52796,0.06151,-0.52237,,0.003712,xfoil,upper
0.54228,-0.0398,0.1159,,0.000687,xfoil,lower
0.54452,0.05996,-0.4971,,0.003614,xfoil,upper
0.55892,-0.03893,0.11289,,0.000673,xfoil,lower
0.5611,0.05836,-0.47216,,0.003517,xfoil,upper
0.57556,-0.03801,0.11038,,0.000656,xfoil,lower
0.57769,0.0567,-0.44818,,0.003425,xfoil,upper
0.59222,-0.03703,0.10828,,0.000638,xfoil,lower
0.59429,0.055,-0.42441,,0.003333,xfoil,upper
0.6089,-0.03601,0.10604,,0.000625,xfoil,lower
0.6109,0.05324,-0.40152,,0.003246,xfoil,upper
0.62558,-0.03494,0.10473,,0.000605,xfoil,lower
0.62752,0.05144,-0.37852,,0.003158,xfoil,upper
0.64226,-0.03383,0.10287,,0.000595,xfoil,lower
0.64414,0.04959,-0.35601,,0.003072,xfoil,upper
0.65896,-0.03267,0.10208,,0.000575,xfoil,lower
0.66077,0.04769,-0.33382,,0.002987,xfoil,upper
0.67566,-0.03147,0.10087,,0.000564,xfoil,lower
0.6774,0.04575,-0.31176,,0.002902,xfoil,upper
0.69236,-0.03022,0.1004,,0.000547,xfoil,lower
0.69403,0.04377,-0.29001,,0.002819,xfoil,upper
0.70907,-0.02894,0.09999,,0.000532,xfoil,lower
0.71067,0.04175,-0.26801,,0.002734,xfoil,upper
0.72578,-0.02761,0.09975,,0.000518,xfoil,lower
0.7273,0.03969,-0.24616,,0.00265,xfoil,upper
0.74249,-0.02624,0.09996,,0.000502,xfoil,lower
0.74393,0.03758,-0.22418,,0.002564,xfoil,upper
0.75919,-0.02484,0.10053,,0.000485,xfoil,lower
0.76056,0.03544,-0.20213,,0.002477,xfoil,upper
0.7759,-0.02339,0.10137,,0.000468,xfoil,lower
0.77719,0.03326,-0.17954,,0.002387,xfoil,upper
0.7926,-0.02191,0.10283,,0.000448,xfoil,lower
0.7938,0.03104,-0.15681,,0.002296,xfoil,upper
0.80929,-0.02039,0.10459,,0.000428,xfoil,lower
0.81041,0.02878,-0.13334,,0.0022,xfoil,upper
0.82598,-0.01883,0.10701,,0.000405,xfoil,lower
0.82702,0.02648,-0.10923,,0.0021,xfoil,upper
0.84265,-0.01723,0.11038,,0.000376,xfoil,lower
0.84361,0.02415,-0.08434,,0.001995,xfoil,upper
0.85931,-0.01559,0.1143,,0.000346,xfoil,lower
0.86017,0.02178,-0.0585,,0.001884,xfoil,upper
0.87594,-0.01391,0.11966,,0.000306,xfoil,lower
0.87671,0.01937,-0.03114,,0.001765,xfoil,upper
0.89251,-0.0122,0.12649,,0.000255,xfoil,lower
0.89318,0.01692,-0.00249,,0.001637,xfoil,upper
0.90899,-0.01045,0.13506,,0.000188,xfoil,lower
0.90957,0.01445,0.02773,,0.001499,xfoil,upper
0.92526,-0.00868,0.14476,,0.000103,xfoil,lower
0.92575,0.01197,0.05949,,0.001352,xfoil,upper
0.94114,-0.00692,0.15317,,1.2e-05,xfoil,lower
0.94153,0.00951,0.0926,,0.001195,xfoil,upper
0.9564,-0.00518,0.15812,,-4.5e-05,xfoil,lower
0.95669,0.0071,0.12612,,0.001033,xfoil,upper
0.97062,-0.00353,0.16067,,-5.5e-05,xfoil,lower
0.97083,0.00482,0.15913,,0.000869,xfoil,upper
0.98316,-0.00204,0.16118,,-5.2e-05,xfoil,lower
0.98328,0.00278,0.18934,,0.000716,xfoil,upper
0.99381,-0.00076,0.16073,,-5e-05,xfoil,lower
0.99385,0.00103,0.21618,,0.000575,xfoil,upper
