NACA0012
1.000000 -0.000000
0.960828 0.005553
0.919082 0.011176
0.874595 0.016857
0.827190 0.022580
0.776939 0.028291
0.726089 0.033704
0.675201 0.038746
0.624277 0.043400
0.573315 0.047629
0.522316 0.051385
0.471280 0.054598
0.420208 0.057177
0.369104 0.059006
0.317976 0.059932
0.266841 0.059753
0.215729 0.058191
0.165747 0.054928
0.124287 0.050460
0.091206 0.045274
0.064916 0.039637
0.044159 0.033699
0.027967 0.027515
0.015648 0.021050
0.006837 0.014203
0.001587 0.006975
0.000000 0.000000
0.001587 -0.006975
0.006837 -0.014203
0.015648 -0.021050
0.027967 -0.027515
0.044159 -0.033699
0.064916 -0.039637
0.091206 -0.045274
0.124287 -0.050460
0.165747 -0.054928
0.215729 -0.058191
0.266841 -0.059753
0.317976 -0.059932
0.369104 -0.059006
0.420208 -0.057177
0.471280 -0.054598
0.522316 -0.051385
0.573315 -0.047629
0.624277 -0.043400
0.675201 -0.038746
0.726089 -0.033704
0.776939 -0.028291
0.827190 -0.022580
0.874595 -0.016857
0.919082 -0.011176
0.960828 -0.005553
1.000000 0.000000
