x,y,cp,yplus,cf,source,surface
0.6242765,-0.04339965,-0.048182774,1.228545,0.0047338936,SU2,lower
0.6242765,0.04339965,-0.25989,1.211134,0.0046032076,SU2,upper
0.6752014,-0.0387464,-0.03292131,1.2278494,0.0047284183,SU2,lower
0.6752014,0.0387464,-0.21451625,1.2103164,0.0045964494,SU2,upper
0.7260892,0.03370364,-0.17024532,1.2089216,0.0045868745,SU2,upper
0.7260892,-0.03370364,-0.017310984,1.2266471,0.0047206073,SU2,lower
0.77693903,0.02829101,-0.122443184,1.2069757,0.004575964,SU2,upper
0.77693903,-0.02829101,0.0029099274,1.2250252,0.0047124606,SU2,lower
0.8271899,0.02258031,-0.073999725,1.2038479,0.004558314,SU2,upper
0.8271899,-0.02258031,0.023998452,1.222011,0.0046958644,SU2,lower
0.87459487,-0.01685704,0.054620188,1.2201952,0.004680802,SU2,lower
0.87459487,0.01685704,-0.018471507,1.2012631,0.0045374087,SU2,upper
0.91908157,0.01117555,0.04060389,1.1914457,0.0044738622,SU2,upper
0.91908157,-0.01117555,0.08857831,1.2139966,0.0046442337,SU2,lower
0.9608277,0.00555263,0.11102492,1.2658494,0.005065058,SU2,upper
0.9608277,-0.00555263,0.15339905,1.2917562,0.0052739913,SU2,lower
3e-05,0.0009,0.13887,,0.011956,xfoil,upper
3e-05,-0.0009,0.39138,,0.010234,xfoil,lower
0.00024,-0.00271,0.61903,,0.008535,xfoil,lower
0.00024,0.00271,-0.13438,,0.012987,xfoil,upper
0.00068,0.00457,-0.40647,,0.013338,xfoil,upper
0.00068,-0.00457,0.79722,,0.005655,xfoil,lower
0.00136,-0.00647,0.91601,,0.003782,xfoil,lower
0.00137,0.00647,-0.68405,,0.013856,xfoil,upper
0.00232,0.00841,-0.9263,,0.012848,xfoil,upper
0.00232,-0.00841,0.98579,,0.001625,xfoil,lower
0.00355,-0.01035,1.00558,,0.000123,xfoil,lower
0.00355,0.01035,-1.11336,,0.011655,xfoil,upper
0.00507,0.0123,-1.22698,,0.009669,xfoil,upper
0.00507,-0.0123,0.98599,,0.001351,xfoil,lower
0.00687,-0.01423,0.94105,,0.002334,xfoil,lower
0.00687,0.01423,-1.30759,,0.008718,xfoil,upper
0.00894,-0.01615,0.87977,,0.00288,xfoil,lower
0.00894,0.01615,-1.36806,,0.007804,xfoil,upper
0.01132,0.01808,-1.39054,,0.006403,xfoil,upper
0.01132,-0.01808,0.81201,,0.003229,xfoil,lower
0.01406,-0.02002,0.73824,,0.003481,xfoil,lower
0.01406,0.02002,-1.39611,,0.005531,xfoil,upper
0.01722,0.02201,-1.37831,,0.00448,xfoil,upper
0.01722,-0.02201,0.66356,,0.003505,xfoil,lower
0.02085,-0.02406,0.59102,,0.00347,xfoil,lower
0.02085,0.02406,-1.36455,,0.004117,xfoil,upper
0.02504,0.02617,-1.33368,,0.003342,xfoil,upper
0.02504,-0.02617,0.51873,,0.003434,xfoil,lower
0.02987,-0.02834,0.44989,,0.00327,xfoil,lower
0.02987,0.02834,-1.29647,,0.0028,xfoil,upper
0.03546,0.03061,-1.26092,,0.002497,xfoil,upper
0.03546,-0.03061,0.38537,,0.003103,xfoil,lower
0.04196,-0.03296,0.32088,,0.003003,xfoil,lower
0.04197,0.03296,-1.21644,,0.002039,xfoil,upper
0.04953,0.0354,-1.17437,,0.001808,xfoil,upper
0.04953,-0.0354,0.26226,,0.002755,xfoil,lower
0.05826,-0.03791,0.20817,,0.002584,xfoil,lower
0.05826,0.03791,-1.12857,,0.00152,xfoil,upper
0.06818,0.04043,-1.08183,,0.001282,xfoil,upper
0.06818,-0.04043,0.15753,,0.002422,xfoil,lower
0.07927,-0.04292,0.11251,,0.002243,xfoil,lower
0.07927,0.04292,-1.03861,,0.001144,xfoil,upper
0.09139,0.04531,-0.99453,,0.000961,xfoil,upper
0.09139,-0.04531,0.07365,,0.002075,xfoil,lower
0.10437,-0.04755,0.03999,,0.001934,xfoil,lower
0.10438,0.04755,-0.95495,,0.000863,xfoil,upper
0.11804,0.04961,-0.91778,,0.000766,xfoil,upper
0.11804,-0.04961,0.01144,,0.001801,xfoil,lower
0.13221,-0.05147,-0.01314,,0.001691,xfoil,lower
0.13221,0.05147,-0.88385,,0.000692,xfoil,upper
0.14677,0.05312,-0.85731,,0.000705,xfoil,upper
0.14677,-0.05312,-0.03262,,0.001569,xfoil,lower
0.16164,-0.05457,-0.05032,,0.001494,xfoil,lower
0.16164,0.05457,-0.81237,,0.001535,xfoil,upper
0.17675,0.05582,-0.7589,,0.004936,xfoil,upper
0.17675,-0.05582,-0.06399,,0.001395,xfoil,lower
0.19204,-0.05689,-0.07538,,0.001316,xfoil,lower
0.19204,0.05689,-0.73306,,0.006634,xfoil,upper
0.2075,0.05779,-0.71192,,0.006818,xfoil,upper
0.2075,-0.05779,-0.0846,,0.001243,xfoil,lower
0.22308,-0.05851,-0.09241,,0.001181,xfoil,lower
0.22308,0.05851,-0.68913,,0.006537,xfoil,upper
0.23877,0.05909,-0.66593,,0.006213,xfoil,upper
0.23877,-0.05909,-0.09864,,0.001121,xfoil,lower
0.25457,0.05952,-0.64311,,0.005928,xfoil,upper
0.25457,-0.05952,-0.10353,,0.001065,xfoil,lower
0.27044,-0.05981,-0.10695,,0.00101,xfoil,lower
0.27044,0.05981,-0.62038,,0.005681,xfoil,upper
0.28639,0.05997,-0.59906,,0.005477,xfoil,upper
0.28639,-0.05997,-0.10915,,0.000957,xfoil,lower
0.3024,-0.06001,-0.11169,,0.000924,xfoil,lower
0.3024,0.06001,-0.57796,,0.005295,xfoil,upper
0.31848,0.05993,-0.55609,,0.005121,xfoil,upper
0.31848,-0.05993,-0.11238,,0.000875,xfoil,lower
0.3346,-0.05974,-0.11248,,0.000833,xfoil,lower
0.3346,0.05974,-0.53734,,0.004987,xfoil,upper
0.35078,0.05945,-0.51553,,0.004832,xfoil,upper
0.35078,-0.05945,-0.11245,,0.000799,xfoil,lower
0.36699,-0.05906,-0.11151,,0.000762,xfoil,lower
0.36699,0.05906,-0.49757,,0.004718,xfoil,upper
0.38325,0.05858,-0.47838,,0.004596,xfoil,upper
0.38325,-0.05858,-0.11045,,0.000731,xfoil,lower
0.39954,-0.05802,-0.10874,,0.000698,xfoil,lower
0.39954,0.05801,-0.45955,,0.004481,xfoil,upper
0.41586,0.05736,-0.44203,,0.004379,xfoil,upper
0.41586,-0.05736,-0.10663,,0.000667,xfoil,lower
0.43221,-0.05663,-0.10448,,0.000641,xfoil,lower
0.43222,0.05663,-0.42417,,0.004276,xfoil,upper
0.44859,0.05583,-0.40648,,0.004176,xfoil,upper
0.44859,-0.05583,-0.10213,,0.000617,xfoil,lower
0.465,-0.05495,-0.09911,,0.000588,xfoil,lower
0.465,0.05495,-0.39021,,0.00409,xfoil,upper
0.48142,0.05401,-0.37348,,0.004,xfoil,upper
0.48142,-0.05401,-0.0962,,0.000566,xfoil,lower
0.49787,-0.053,-0.09305,,0.000543,xfoil,lower
0.49787,0.053,-0.35728,,0.003915,xfoil,upper
0.51433,0.05193,-0.34104,,0.003831,xfoil,upper
0.51433,-0.05193,-0.08974,,0.000521,xfoil,lower
0.53081,0.0508,-0.32539,,0.003753,xfoil,upper
0.53081,-0.0508,-0.08629,,0.000501,xfoil,lower
0.5473,-0.04961,-0.08255,,0.000479,xfoil,lower
0.5473,0.04961,-0.30975,,0.003675,xfoil,upper
0.56381,0.04837,-0.29451,,0.0036,xfoil,upper
0.56381,-0.04837,-0.07893,,0.000461,xfoil,lower
0.58033,-0.04707,-0.07499,,0.000441,xfoil,lower
0.58033,0.04707,-0.2794,,0.003527,xfoil,upper
0.59686,0.04573,-0.26431,,0.003455,xfoil,upper
0.59686,-0.04573,-0.07104,,0.000423,xfoil,lower
0.6134,-0.04434,-0.067,,0.000406,xfoil,lower
0.6134,0.04434,-0.2495,,0.003385,xfoil,upper
0.62994,0.0429,-0.23476,,0.003316,xfoil,upper
0.62994,-0.0429,-0.06292,,0.00039,xfoil,lower
0.64649,-0.04142,-0.05848,,0.000371,xfoil,lower
0.64649,0.04142,-0.22,,0.003247,xfoil,upper
0.66305,0.03989,-0.20529,,0.003179,xfoil,upper
0.66305,-0.03989,-0.05402,,0.000353,xfoil,lower
0.67961,-0.03832,-0.04963,,0.000338,xfoil,lower
0.67961,0.03832,-0.19055,,0.003112,xfoil,upper
0.69618,0.03671,-0.17567,,0.003044,xfoil,upper
0.69618,-0.03671,-0.04495,,0.00032,xfoil,lower
0.71274,-0.03506,-0.04021,,0.000303,xfoil,lower
0.71274,0.03506,-0.16087,,0.002977,xfoil,upper
0.7293,0.03337,-0.1459,,0.002909,xfoil,upper
0.7293,-0.03337,-0.0353,,0.000285,xfoil,lower
0.74586,-0.03164,-0.03023,,0.000267,xfoil,lower
0.74586,0.03164,-0.13037,,0.002838,xfoil,upper
0.76242,0.02987,-0.1148,,0.002767,xfoil,upper
0.76242,-0.02987,-0.02505,,0.000249,xfoil,lower
0.77898,0.02807,-0.09859,,0.002693,xfoil,upper
0.77898,-0.02807,-0.01985,,0.000232,xfoil,lower
0.79553,-0.02622,-0.01437,,0.000212,xfoil,lower
0.79553,0.02622,-0.08205,,0.002618,xfoil,upper
0.81207,0.02434,-0.0646,,0.002536,xfoil,upper
0.81207,-0.02434,-0.00911,,0.000196,xfoil,lower
0.8286,-0.02241,-0.00404,,0.000183,xfoil,lower
0.8286,0.02241,-0.04669,,0.002453,xfoil,upper
0.84513,0.02045,-0.02758,,0.002363,xfoil,upper
0.84513,-0.02045,0.00046,,0.000176,xfoil,lower
0.86165,-0.01845,0.00312,,0.00019,xfoil,lower
0.86165,0.01845,-0.00714,,0.002266,xfoil,upper
0.87811,0.01642,0.01477,,0.002159,xfoil,upper
0.87811,-0.01642,0.02231,,0.000565,xfoil,lower
0.89446,-0.01436,0.05064,,0.001523,xfoil,lower
0.89446,0.01436,0.03843,,0.002043,xfoil,upper
0.91065,0.01228,0.06445,,0.001912,xfoil,upper
0.91065,-0.01228,0.06488,,0.002416,xfoil,lower
0.92671,-0.01017,0.076,,0.002912,xfoil,lower
0.92671,0.01017,0.09343,,0.001764,xfoil,upper
0.94257,0.00805,0.12594,,0.001594,xfoil,upper
0.94257,-0.00805,0.08939,,0.003093,xfoil,lower
0.95771,-0.00598,0.10569,,0.003093,xfoil,lower
0.95771,0.00598,0.16196,,0.001401,xfoil,upper
0.97143,0.00408,0.19952,,0.001195,xfoil,upper
0.97143,-0.00408,0.1264,,0.002985,xfoil,lower
0.98341,-0.00238,0.15362,,0.002793,xfoil,lower
0.98341,0.00238,0.23694,,0.000985,xfoil,upper
0.99381,0.0009,0.2735,,0.000774,xfoil,upper
0.99381,-0.0009,0.18849,,0.002528,xfoil,lower
