"Time_Iter","Outer_Iter","Inner_Iter",       "CD"       ,       "CL"       ,       "CMz"      
          0,           0,           0,       1.473184269,       3.286677654,      0.9779002849
          0,           0,           1,       1.750679922,       3.930736607,       1.162017888
          0,           0,           2,       1.821457363,       4.088428534,       1.207216382
          0,           0,           3,       1.812604979,       4.057227383,       1.196034507
          0,           0,           4,       1.787129385,       3.986024756,        1.17195881
          0,           0,           5,       1.764036649,       3.922944326,       1.150384581
          0,           0,           6,       1.743701835,       3.869505518,         1.1327037
          0,           0,           7,       1.725660022,       3.824655367,       1.118767913
          0,           0,           8,       1.709031955,       3.785994941,        1.10756424
          0,           0,           9,       1.693474995,       3.751870229,       1.098292259
          0,           0,          10,       1.678859622,       3.721727187,       1.090522158
          0,           0,          11,       1.664614275,       3.693706176,       1.083426331
          0,           0,          12,        1.64959856,       3.667345559,       1.076914128
          0,           0,          13,       1.633136738,       3.643526664,       1.071240709
          0,           0,          14,        1.61387231,       3.623326744,       1.066619083
          0,           0,          15,        1.58940201,       3.607479947,        1.06288824
          0,           0,          16,       1.555236775,       3.594744029,       1.059007182
          0,           0,          17,       1.502188095,       3.579125516,       1.051745281
          0,           0,          18,       1.415011119,       3.543338499,       1.032687472
          0,           0,          19,       1.363508381,        3.51880476,       1.019627977
          0,           0,          20,       1.292555649,       3.476381804,      0.9973967422
          0,           0,          21,       1.194614323,       3.401535861,      0.9596481902
          0,           0,          22,        1.05971022,       3.270631579,      0.8963474365
          0,           0,          23,      0.8768204223,       3.048984544,      0.7938406608
          0,           0,          24,      0.6383368332,       2.696148309,      0.6378384855
          0,           0,          25,      0.3460431361,       2.174309477,      0.4173591616
          0,           0,          26,     0.01917710742,       1.464311859,      0.1303408739
          0,           0,          27,     -0.2972232747,      0.5999269546,     -0.2021056259
          0,           0,          28,      -0.521423826,     -0.2222082579,     -0.4993306757
          0,           0,          29,     -0.6401345292,     -0.9262411022,     -0.7340643733
          0,           0,          30,     -0.6596213065,      -1.463040316,     -0.8917623457
          0,           0,          31,     -0.6002320048,      -1.810899325,     -0.9675104649
          0,           0,          32,     -0.4695368444,      -1.966647251,     -0.9570882237
          0,           0,          33,       -0.29165668,      -1.888685191,     -0.8565148903
          0,           0,          34,    -0.09964397495,      -1.589172542,     -0.6790118127
          0,           0,          35,     0.07588947792,      -1.125766467,     -0.4533644628
          0,           0,          36,      0.2188777216,     -0.5617321978,     -0.2111377795
          0,           0,          37,       0.323467948,     0.03721017309,     0.01957602862
          0,           0,          38,      0.3900577621,      0.6188843959,      0.2183001038
          0,           0,          39,        0.42290467,       1.133917143,       0.369746571
          0,           0,          40,      0.4272458973,       1.537060133,      0.4638415456
          0,           0,          41,      0.4089556176,        1.79407114,      0.4972053888
          0,           0,          42,      0.3745117436,       1.894203686,      0.4734253343
          0,           0,          43,      0.3300601862,       1.847652242,      0.4021709309
          0,           0,          44,       0.280090207,       1.677171952,      0.2971479071
          0,           0,          45,        0.22777209,       1.414498636,      0.1738137891
          0,           0,          46,      0.1757697624,       1.097243748,     0.04725911098
          0,           0,          47,      0.1265878247,      0.7648149717,    -0.06919471102
          0,           0,          48,     0.08284566956,      0.4555738084,     -0.1647137769
          0,           0,          49,     0.04716983687,      0.2019345606,     -0.2316551499
          0,           0,          50,     0.02171772014,     0.02608274412,     -0.2660125561
          0,           0,          51,     0.00775006109,    -0.06124615057,     -0.2676427018
          0,           0,          52,    0.005427460539,    -0.06047602462,     -0.2399556097
          0,           0,          53,     0.01372101687,      0.0179180614,     -0.1893073701
          0,           0,          54,     0.03054976216,      0.1560505855,     -0.1239223613
          0,           0,          55,     0.05306318402,      0.3317000555,    -0.05273719287
          0,           0,          56,     0.07805579419,      0.5215689824,     0.01575535955
          0,           0,          57,      0.1023380965,      0.7038471926,     0.07436396529
          0,           0,          58,      0.1231285041,      0.8604588382,      0.1178523254
          0,           0,          59,       0.138361473,      0.9782841271,      0.1432488295
          0,           0,          60,      0.1468424511,       1.050553941,      0.1500789375
          0,           0,          61,      0.1479902947,       1.075805621,      0.1398661955
          0,           0,          62,       0.142155599,       1.057782609,      0.1158862494
          0,           0,          63,      0.1304856601,       1.004508868,     0.08262468024
          0,           0,          64,      0.1146990974,      0.9268396105,      0.0450825024
          0,           0,          65,     0.09682076658,      0.8368801152,    0.008119590086
          0,           0,          66,     0.07891729875,      0.7465634403,    -0.02407548256
          0,           0,          67,     0.06285605701,      0.6663679813,    -0.04837665602
          0,           0,          68,     0.05010741693,      0.6043813378,    -0.06295284633
          0,           0,          69,     0.04162957549,      0.5657431295,    -0.06729331975
          0,           0,          70,     0.03779578865,      0.5523726881,    -0.06215165237
          0,           0,          71,      0.0384231943,      0.5631988442,    -0.04926631476
          0,           0,          72,     0.04285020509,      0.5946257331,    -0.03104515274
          0,           0,          73,     0.05006616918,      0.6412679946,    -0.01018666909
          0,           0,          74,     0.05886791011,      0.6967706443,     0.01066883546
          0,           0,          75,     0.06801163222,      0.7546044444,     0.02923311612
          0,           0,          76,     0.07636715611,      0.8088069385,       0.043787722
          0,           0,          77,     0.08302554395,      0.8544812662,     0.05327460972
          0,           0,          78,     0.08736810698,      0.8882050793,     0.05733302147
          0,           0,          79,     0.08910816838,      0.9082185919,     0.05624698498
          0,           0,          80,     0.08828597076,      0.9144401168,     0.05083312033
          0,           0,          81,     0.08522335486,      0.9082821447,     0.04228079718
          0,           0,          82,     0.08046280923,      0.8923419335,     0.03197762255
          0,           0,          83,     0.07467791311,      0.8699712301,     0.02132174362
          0,           0,          84,      0.0685786667,      0.8448190099,     0.01155910249
          0,           0,          85,     0.06282821755,       0.820403042,    0.003670826673
          0,           0,          86,     0.05797346271,      0.7997541063,   -0.001693338205
          0,           0,          87,     0.05439932695,      0.7851432419,   -0.004241073161
          0,           0,          88,     0.05230227037,       0.777914534,   -0.004027159575
          0,           0,          89,     0.05169156067,      0.7784455546,   -0.001400310834
          0,           0,          90,     0.05240919497,       0.786209845,    0.003068851909
          0,           0,          91,     0.05416719299,      0.7999376508,     0.00868148371
          0,           0,          92,     0.05659592621,      0.8178444956,      0.0147007652
          0,           0,          93,     0.05929345264,       0.837878409,     0.02043680234
          0,           0,          94,     0.06187569892,      0.8579845382,     0.02531522324
          0,           0,          95,     0.06401447632,      0.8763202513,     0.02892386275
          0,           0,          96,     0.06547132124,      0.8914461255,     0.03103706226
          0,           0,          97,     0.06610822516,      0.9024238955,     0.03161648097
          0,           0,          98,     0.06589671251,      0.9088765624,     0.03079347487
          0,           0,          99,     0.06490357667,      0.9109578165,     0.02883169829
          0,           0,         100,     0.06327742738,      0.9092790466,     0.02608682955
          0,           0,         101,     0.06326940221,      0.9092704913,     0.02607252665
          0,           0,         102,      0.0632598094,      0.9092592788,     0.02605569218
          0,           0,         103,     0.06324837364,      0.9092448855,     0.02603591779
          0,           0,         104,     0.06323481103,      0.9092268202,     0.02601278546
          0,           0,         105,      0.0632188442,      0.9092046712,      0.0259858796
          0,           0,         106,     0.06320021805,      0.9091781467,     0.02595479102
          0,           0,         107,     0.06317871177,      0.9091470991,     0.02591910773
          0,           0,         108,     0.06315413885,      0.9091115178,     0.02587839071
          0,           0,         109,     0.06312632168,      0.9090714691,     0.02583213524
          0,           0,         110,     0.06309502376,      0.9090269499,     0.02577971699
          0,           0,         111,     0.06305983022,      0.9089776272,     0.02572031832
          0,           0,         112,     0.06301999822,      0.9089224829,     0.02565283224
          0,           0,         113,     0.06297434716,      0.9088594885,     0.02557576263
          0,           0,         114,      0.0629212814,      0.9087855087,     0.02548716755
          0,           0,         115,     0.06285897413,      0.9086965294,     0.02538469087
          0,           0,         116,     0.06278559862,      0.9085879968,     0.02526566322
          0,           0,         117,     0.06269940304,      0.9084548272,     0.02512716699
          0,           0,         118,     0.06259852774,      0.9082908742,     0.02496595254
          0,           0,         119,     0.06248068423,      0.9080881931,     0.02477820436
          0,           0,         120,     0.06234288564,      0.9078366299,     0.02455928603
          0,           0,         121,     0.06218126387,      0.9075237273,     0.02430359782
          0,           0,         122,     0.06199090975,      0.9071343775,      0.0240045554
          0,           0,         123,     0.06176580224,      0.9066498313,     0.02365458596
          0,           0,         124,     0.06149893501,      0.9060462836,     0.02324506636
          0,           0,         125,     0.06118244604,      0.9052935356,     0.02276622514
          0,           0,         126,     0.06080738595,      0.9043541252,     0.02220707815
          0,           0,         127,     0.06036321686,      0.9031830379,     0.02155549817
          0,           0,         128,     0.05983758946,      0.9017278044,     0.02079864365
          0,           0,         129,     0.05921676607,      0.8999291244,     0.01992407199
          0,           0,         130,     0.05848677745,      0.8977238041,     0.01892194977
          0,           0,         131,     0.05763564503,       0.895053737,      0.0177893078
          0,           0,         132,     0.05665721001,      0.8918864127,     0.01653712435
          0,           0,         133,     0.05555703165,      0.8882500517,     0.01520063638
          0,           0,         134,     0.05436131084,      0.8842875022,     0.01385232006
          0,           0,         135,     0.05312783297,      0.8803231908,     0.01261615634
          0,           0,         136,     0.05195010075,       0.876896983,     0.01167321038
          0,           0,         137,     0.05095027222,      0.8747214065,      0.0112376616
          0,           0,         138,     0.05030702185,      0.8743600681,     0.01140219918
          0,           0,         139,     0.05000935378,       0.876244515,     0.01225643538
          0,           0,         140,     0.04996509255,      0.8777427589,     0.01283546716
          0,           0,         141,     0.05004505265,       0.880169119,     0.01367383645
          0,           0,         142,     0.05028765756,      0.8838071495,     0.01481518375
          0,           0,         143,     0.05072839943,       0.888945194,     0.01628530247
          0,           0,         144,     0.05137793504,      0.8957684838,     0.01805737758
          0,           0,         145,     0.05219212529,      0.9041840361,     0.02000693208
          0,           0,         146,     0.05302817397,      0.9134743731,     0.02185065294
          0,           0,         147,      0.0536400038,      0.9217471441,     0.02315970396
          0,           0,         148,      0.0539326382,      0.9284195933,     0.02383742812
          0,           0,         149,     0.05385963126,      0.9331642466,      0.0238698063
          0,           0,         150,     0.05342305598,      0.9359120604,     0.02331757783
          0,           0,         151,     0.05266265736,      0.9368174951,     0.02230007861
          0,           0,         152,     0.05165499842,      0.9362167198,     0.02097290289
          0,           0,         153,     0.05049242105,      0.9345590933,     0.01950691389
          0,           0,         154,     0.04927379098,      0.9323436485,     0.01806677206
          0,           0,         155,     0.04809404448,      0.9300710342,     0.01679272995
          0,           0,         156,     0.04703112603,       0.928179291,     0.01578955467
          0,           0,         157,     0.04614047409,      0.9270095557,     0.01512058462
          0,           0,         158,     0.04545108893,      0.9267739141,     0.01480450706
          0,           0,         159,      0.0449684462,      0.9275556309,     0.01481906144
          0,           0,         160,     0.04467301677,      0.9293073266,     0.01510678076
          0,           0,         161,     0.04452903931,      0.9318698272,     0.01558939993
          0,           0,         162,     0.04448858611,      0.9350111383,     0.01617363317
          0,           0,         163,     0.04449854766,       0.938454955,     0.01676831866
          0,           0,         164,     0.04450786127,      0.9419194146,     0.01728977516
          0,           0,         165,     0.04447218077,      0.9451514011,     0.01767372008
          0,           0,         166,     0.04435691071,      0.9479466941,     0.01787717134
          0,           0,         167,     0.04414266617,      0.9501721609,     0.01788350638
          0,           0,         168,     0.04382354242,      0.9517682048,     0.01769813937
          0,           0,         169,     0.04340531086,      0.9527510182,     0.01734853548
          0,           0,         170,     0.04290535043,      0.9531972122,     0.01687553593
          0,           0,         171,     0.04234912256,      0.9532299837,      0.0163309477
          0,           0,         172,     0.04176504574,       0.953001431,     0.01576617132
          0,           0,         173,     0.04118141354,      0.9526699796,     0.01523114074
          0,           0,         174,      0.0406239962,      0.9523831396,     0.01476458943
          0,           0,         175,     0.04011212286,      0.9522603396,     0.01439561378
          0,           0,         176,     0.03965929767,      0.9523848277,     0.01413695697
          0,           0,         177,     0.03927024726,      0.9528016692,     0.01398901033
          0,           0,         178,     0.03894275096,      0.9535077708,     0.01393929741
          0,           0,         179,     0.03866983438,      0.9544723978,     0.01396614927
          0,           0,         180,     0.03843769428,      0.9556270392,     0.01404203021
          0,           0,         181,     0.03822892336,      0.9568948988,     0.01413751659
          0,           0,         182,       0.038031229,      0.9581878802,      0.0142233859
          0,           0,         183,     0.03783382378,      0.9594244781,     0.01427669496
          0,           0,         184,     0.03762225508,      0.9605347179,     0.01427941148
          0,           0,         185,     0.03739315472,      0.9614716399,     0.01422258558
          0,           0,         186,     0.03713996915,      0.9622052233,     0.01410444763
          0,           0,         187,     0.03686046514,      0.9627320799,     0.01393191831
          0,           0,         188,     0.03655436646,      0.9630650635,     0.01371633591
          0,           0,         189,     0.03622894336,      0.9632403503,     0.01347333533
          0,           0,         190,     0.03589308057,      0.9632993509,     0.01321900681
          0,           0,         191,     0.03555704524,      0.9632943703,     0.01296987595
          0,           0,         192,     0.03522896232,      0.9632722451,     0.01273890476
          0,           0,         193,     0.03491638231,       0.963278038,     0.01253685117
          0,           0,         194,     0.03462348697,      0.9633402055,     0.01236942264
          0,           0,         195,     0.03435403195,      0.9634814845,     0.01223870962
          0,           0,         196,     0.03410685807,      0.9637058702,     0.01214177946
          0,           0,         197,     0.03388158115,      0.9640087515,     0.01207384893
          0,           0,         198,     0.03367340219,       0.964372303,     0.01202632709
          0,           0,         199,     0.03347892293,      0.9647755625,     0.01199095293
          0,           0,         200,     0.03329164746,       0.965189745,     0.01195818418
          0,           0,         201,     0.03310850695,      0.9655908653,     0.01192071788
